id,osm_id,source,target,length,foot,car_forward,car_backward,bike_forward,bike_backward,train,wkt
23156782-0,23156782,250197412,299276434,223.7291243458356,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5265360 43.4678015, -80.5266715 43.4678133, -80.5269568 43.4678497, -80.5270688 43.4678714, -80.5271801 43.4679018, -80.5273473 43.4679552, -80.5274259 43.4679759, -80.5275075 43.4679861, -80.5275895 43.4679934, -80.5277003 43.4679851, -80.5278176 43.4679667, -80.5279362 43.4679374, -80.5280941 43.4678839, -80.5282238 43.4678227, -80.5283440 43.4677510, -80.5284779 43.4676564, -80.5286835 43.4674893, -80.5287454 43.4674459, -80.5288155 43.4674065, -80.5288928 43.4673673, -80.5289559 43.4673441)"
23156782-1,23156782,299276434,1710899895,3.1290920044544324,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5289559 43.4673441, -80.5289916 43.4673332)"
23156782-2,23156782,1710899895,1710899886,16.286827983861144,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5289916 43.4673332, -80.5291807 43.4672825)"
23156782-3,23156782,1710899886,250633030,46.80122857328661,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5291807 43.4672825, -80.5293352 43.4672192, -80.5294757 43.4671479, -80.5296546 43.4670425)"
23200737-0,23200737,6669001241,1674820210,62.968651712908695,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5395887 43.4634173, -80.5394081 43.4635300, -80.5393036 43.4635829, -80.5392123 43.4636126, -80.5391209 43.4636328, -80.5389987 43.4636437, -80.5389054 43.4636569)"
23200737-1,23200737,1674820210,1710899534,29.33872659728773,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5389054 43.4636569, -80.5387939 43.4636885, -80.5387184 43.4637239, -80.5386514 43.4637593, -80.5386044 43.4637976)"
23200737-2,23200737,1710899534,1674820237,120.92903307483206,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5386044 43.4637976, -80.5385685 43.4638363, -80.5385072 43.4639160, -80.5384562 43.4640122, -80.5383908 43.4641829, -80.5383542 43.4642579, -80.5383057 43.4643368, -80.5382565 43.4644047, -80.5381988 43.4644676, -80.5381254 43.4645347, -80.5380370 43.4646056, -80.5379436 43.4646575, -80.5378467 43.4647020)"
23200737-3,23200737,1674820237,1710899566,45.385089281344825,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5378467 43.4647020, -80.5377428 43.4647317, -80.5376284 43.4647475, -80.5372955 43.4647633)"
23200737-4,23200737,1710899566,1788009627,179.0620961531422,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5372955 43.4647633, -80.5372756 43.4647642, -80.5370575 43.4647708, -80.5368439 43.4647876, -80.5366398 43.4648289, -80.5364428 43.4648912, -80.5362755 43.4649523, -80.5361347 43.4650228, -80.5360157 43.4651039, -80.5359500 43.4651540, -80.5358965 43.4652131, -80.5355861 43.4656044)"
23200737-5,23200737,1788009627,1551395309,15.588182978502818,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5355861 43.4656044, -80.5355227 43.4656843, -80.5354964 43.4657059, -80.5354790 43.4657201)"
23200737-6,23200737,1551395309,250931942,20.232026448395168,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5354790 43.4657201, -80.5354014 43.4657771, -80.5352990 43.4658464)"
23200737-7,23200737,250931942,250931943,31.891131239349455,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5352990 43.4658464, -80.5351051 43.4659164, -80.5349436 43.4659710)"
23200738-0,23200738,250931944,4744233788,43.95007579957036,Allowed,Tertiary,Tertiary,Allowed,Allowed,Forbidden,"LINESTRING(-80.5390720 43.4625443, -80.5390001 43.4626399, -80.5389760 43.4626727, -80.5389610 43.4626826, -80.5388935 43.4627322, -80.5387185 43.4628364)"
23200738-1,23200738,4744233788,1776711215,26.61535608175164,Allowed,Tertiary,Tertiary,Allowed,Allowed,Forbidden,"LINESTRING(-80.5387185 43.4628364, -80.5384611 43.4629856)"
23250096-0,23250096,251576069,251576075,148.45237948412748,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5308860 43.4619254, -80.5309559 43.4619910, -80.5309750 43.4620090, -80.5309926 43.4620255, -80.5318451 43.4630619)"
23250097-0,23250097,251576070,6958710197,115.20587491555615,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5298784 43.4623523, -80.5299401 43.4624298, -80.5299589 43.4624534, -80.5305922 43.4632482)"
23250097-1,23250097,6958710197,1551395239,52.96467889074586,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5305922 43.4632482, -80.5308693 43.4635670, -80.5309411 43.4636510)"
23250097-2,23250097,1551395239,1551395188,136.89599648982863,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5309411 43.4636510, -80.5311601 43.4639142, -80.5311975 43.4639928, -80.5312012 43.4640558, -80.5311663 43.4641824, -80.5311547 43.4642349, -80.5311585 43.4642888, -80.5311748 43.4643426, -80.5315311 43.4647526)"
23250097-3,23250097,1551395188,6958685357,31.09867019008298,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5315311 43.4647526, -80.5317183 43.4649967)"
23250097-4,23250097,6958685357,5588894074,10.921235178341833,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5317183 43.4649967, -80.5317402 43.4650259, -80.5317577 43.4650681, -80.5317660 43.4650880)"
23250097-5,23250097,5588894074,5562961541,6.200835703832764,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5317660 43.4650880, -80.5317812 43.4651426)"
23250097-6,23250097,5562961541,1551395091,6.739071634146659,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5317812 43.4651426, -80.5317973 43.4652020)"
23250098-0,23250098,251576078,6928693386,65.31768837906625,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5310703 43.4643027, -80.5313455 43.4646558, -80.5314669 43.4648140)"
23250098-1,23250098,6928693386,9695530887,25.36061343802409,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5314669 43.4648140, -80.5316339 43.4650069)"
23391383-0,23391383,253262184,4084141293,7.045506435869016,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5291501 43.4714629, -80.5290723 43.4714915)"
23391383-1,23391383,4084141293,1283196706,18.488978366730656,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5290723 43.4714915, -80.5290446 43.4715055, -80.5288673 43.4715646)"
23391383-2,23391383,1283196706,1283196712,52.29592055758449,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5288673 43.4715646, -80.5286255 43.4716535, -80.5282899 43.4717770)"
23391383-3,23391383,1283196712,1283196548,7.833429509507886,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5282899 43.4717770, -80.5282034 43.4718088)"
23391383-4,23391383,1283196548,253262185,348.20523834711315,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5282034 43.4718088, -80.5274962 43.4720690, -80.5270430 43.4722358, -80.5269883 43.4722559, -80.5268869 43.4722914, -80.5262510 43.4725144, -80.5259459 43.4726215, -80.5255031 43.4727768, -80.5246600 43.4730725, -80.5244670 43.4731389, -80.5244312 43.4731516, -80.5243859 43.4731673, -80.5243333 43.4731856)"
24636861-0,24636861,267812666,339375762,13.315729806015215,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5399269 43.4689016, -80.5399809 43.4688452, -80.5400165 43.4688013)"
24636861-1,24636861,339375762,1435969051,75.22667933396994,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5400165 43.4688013, -80.5400428 43.4687650, -80.5400967 43.4686907, -80.5401425 43.4686009, -80.5401616 43.4685623, -80.5402398 43.4684044, -80.5403471 43.4681708)"
24636861-2,24636861,1435969051,1435948649,23.26960743550039,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5403471 43.4681708, -80.5404331 43.4679713)"
24636861-3,24636861,1435948649,1435969045,90.82600741915059,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5404331 43.4679713, -80.5408225 43.4672059)"
24636861-4,24636861,1435969045,1435969157,27.324828754297084,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5408225 43.4672059, -80.5408835 43.4670649, -80.5409291 43.4669730)"
24636861-5,24636861,1435969157,1435969043,15.843545975116859,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5409291 43.4669730, -80.5409878 43.4668372)"
24636861-6,24636861,1435969043,267812712,51.76150413106198,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5409878 43.4668372, -80.5410738 43.4666834, -80.5411246 43.4666229, -80.5411909 43.4665632, -80.5412689 43.4665150, -80.5413552 43.4664700)"
24636861-7,24636861,267812712,1435969039,27.601338531566267,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5413552 43.4664700, -80.5414318 43.4664445, -80.5415134 43.4664236, -80.5415876 43.4664071, -80.5416801 43.4663987)"
24636861-8,24636861,1435969039,1435969166,88.70277414351617,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5416801 43.4663987, -80.5417648 43.4663999, -80.5418541 43.4664042, -80.5420491 43.4664476, -80.5422315 43.4664946, -80.5423535 43.4665306, -80.5424704 43.4665693, -80.5426970 43.4666704)"
24636861-9,24636861,1435969166,1503534619,97.64855560242127,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5426970 43.4666704, -80.5427754 43.4667209, -80.5428681 43.4667765, -80.5431379 43.4669637, -80.5433323 43.4671670, -80.5434495 43.4673430)"
24636861-10,24636861,1503534619,5512386318,4.0537307014525545,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5434495 43.4673430, -80.5434737 43.4673749)"
24636861-11,24636861,5512386318,267812716,5.541462242555107,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5434737 43.4673749, -80.5435068 43.4674185)"
24636861-12,24636861,267812716,5587309609,95.57255926163502,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5435068 43.4674185, -80.5435560 43.4675138, -80.5435987 43.4676210, -80.5436591 43.4677825, -80.5436939 43.4679511, -80.5437573 43.4682550)"
24636861-13,24636861,5587309609,5509672397,6.393293902822415,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5437573 43.4682550, -80.5437658 43.4683121)"
24636861-14,24636861,5509672397,11304345814,6.309108537317552,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5437658 43.4683121, -80.5437759 43.4683683)"
24636861-15,24636861,11304345814,297626901,74.99891405834012,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5437759 43.4683683, -80.5438342 43.4686938, -80.5438946 43.4690365)"
24636861-16,24636861,297626901,5587309604,135.95418313986607,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5438946 43.4690365, -80.5439852 43.4694845, -80.5440166 43.4695935, -80.5440638 43.4697025, -80.5443086 43.4702155)"
24636861-17,24636861,5587309604,2017454899,11.519612671106962,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5443086 43.4702155, -80.5443556 43.4703132)"
24636861-18,24636861,2017454899,5587309605,9.703521589066431,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5443556 43.4703132, -80.5443923 43.4703962)"
24636861-19,24636861,5587309605,3877637079,22.366555547838583,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5443923 43.4703962, -80.5444851 43.4705855)"
24636864-0,24636864,1583477415,11173249552,30.296815135062566,Allowed,Tertiary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(-80.5481656 43.4772009, -80.5481189 43.4771732, -80.5480760 43.4771440, -80.5480324 43.4770897, -80.5479598 43.4769787)"
24636864-1,24636864,11173249552,1551340117,129.8684660036211,Allowed,Tertiary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(-80.5479598 43.4769787, -80.5476877 43.4765617, -80.5472606 43.4759282)"
24657747-0,24657747,268012607,1606967556,6.001605561192747,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5480823 43.4726205, -80.5481550 43.4726316)"
24657747-1,24657747,1606967556,1863641305,43.82846568704652,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5481550 43.4726316, -80.5482584 43.4726473, -80.5484264 43.4727068, -80.5486311 43.4728109)"
24657747-2,24657747,1863641305,268012622,14.104838457033624,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5486311 43.4728109, -80.5487741 43.4728836)"
24657747-3,24657747,268012622,11392560731,29.987231260600097,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5487741 43.4728836, -80.5489669 43.4729466, -80.5491264 43.4729400)"
24657747-4,24657747,11392560731,1929374274,20.502456618912618,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5491264 43.4729400, -80.5491825 43.4729377, -80.5493743 43.4729032)"
24657747-5,24657747,1929374274,608632241,53.94827433856497,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5493743 43.4729032, -80.5495591 43.4728649, -80.5497607 43.4728128, -80.5500002 43.4727364)"
24657747-6,24657747,608632241,1613888723,10.377721967582985,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5500002 43.4727364, -80.5501153 43.4726950)"
24657747-7,24657747,1613888723,1606967626,11.412800110951666,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5501153 43.4726950, -80.5502419 43.4726495)"
24657747-8,24657747,1606967626,1436010121,43.29017637549118,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5502419 43.4726495, -80.5507221 43.4724769)"
24657747-9,24657747,1436010121,1551340299,3.9008420859671173,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5507221 43.4724769, -80.5507652 43.4724611)"
24657747-10,24657747,1551340299,1436010099,5.088575833845662,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5507652 43.4724611, -80.5508215 43.4724406)"
24657747-11,24657747,1436010099,1572288632,17.788194937496566,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5508215 43.4724406, -80.5510189 43.4723698)"
24657747-12,24657747,1572288632,1436010182,98.3227916275914,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5510189 43.4723698, -80.5521099 43.4719783)"
24657747-13,24657747,1436010182,1572288629,18.93989625613492,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5521099 43.4719783, -80.5523200 43.4719028)"
24657747-14,24657747,1572288629,1572288628,20.922869074112548,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5523200 43.4719028, -80.5525521 43.4718194)"
24657747-15,24657747,1572288628,1436010108,61.04149397646473,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5525521 43.4718194, -80.5532384 43.4715900)"
24657747-16,24657747,1436010108,1572288625,36.84462216343936,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5532384 43.4715900, -80.5536550 43.4714553)"
24657747-17,24657747,1572288625,1572288624,20.377641229062817,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5536550 43.4714553, -80.5538810 43.4713740)"
24657747-18,24657747,1572288624,1505808553,41.39780153736927,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5538810 43.4713740, -80.5543401 43.4712088)"
24657747-19,24657747,1505808553,1572288622,58.481500634632106,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5543401 43.4712088, -80.5549960 43.4709865)"
24657747-20,24657747,1572288622,1505808474,137.9345436381331,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5549960 43.4709865, -80.5550546 43.4709594, -80.5551760 43.4709035, -80.5552282 43.4708759, -80.5552764 43.4708425, -80.5553325 43.4707917, -80.5553519 43.4707676, -80.5553694 43.4707391, -80.5553728 43.4706948, -80.5553668 43.4706526, -80.5553512 43.4705978, -80.5553184 43.4705477, -80.5551786 43.4703920, -80.5550424 43.4702798, -80.5549323 43.4702076, -80.5548882 43.4701888, -80.5548430 43.4701741, -80.5548003 43.4701772, -80.5547635 43.4701947, -80.5547487 43.4702815)"
25634438-0,25634438,335616696,2888358079,67.31231414628017,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(-80.5457993 43.4741062, -80.5461679 43.4746485)"
25634438-1,25634438,2888358079,533769792,7.593644877130015,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(-80.5461679 43.4746485, -80.5462097 43.4747096)"
25634461-0,25634461,279396676,1551364960,12.12557404470362,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5522640 43.4758642, -80.5521280 43.4759103)"
25634461-1,25634461,1551364960,279397980,4.188965598395369,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5521280 43.4759103, -80.5520810 43.4759262)"
25634549-0,25634549,279397980,9998039001,156.3261323947429,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5520810 43.4759262, -80.5512421 43.4746607)"
25634549-1,25634549,9998039001,3151288168,29.498810170380253,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5512421 43.4746607, -80.5510838 43.4744219)"
25634549-2,25634549,3151288168,2888358054,125.03003154689661,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5510838 43.4744219, -80.5507561 43.4738855, -80.5504763 43.4734671, -80.5504362 43.4734175, -80.5504286 43.4734048)"
25634549-3,25634549,2888358054,533769787,6.184681867867789,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5504286 43.4734048, -80.5503933 43.4733555)"
25634553-0,25634553,279397991,279397998,119.09900411225831,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5539608 43.4766565, -80.5541939 43.4767196, -80.5544739 43.4767918, -80.5546484 43.4768340, -80.5547680 43.4768733, -80.5549225 43.4769326, -80.5550609 43.4770007, -80.5552804 43.4771163)"
25634553-1,25634553,279397998,279398031,419.89991816694726,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5552804 43.4771163, -80.5553476 43.4771730, -80.5554494 43.4772532, -80.5555238 43.4773154, -80.5555648 43.4773569, -80.5556064 43.4773999, -80.5556427 43.4774420, -80.5556790 43.4774850, -80.5557981 43.4776605, -80.5558355 43.4777226, -80.5553745 43.4778974, -80.5550862 43.4780270, -80.5549927 43.4780580, -80.5545756 43.4782040, -80.5544689 43.4782503, -80.5544202 43.4782618, -80.5543345 43.4782503, -80.5542076 43.4782891, -80.5541662 43.4783515, -80.5541085 43.4783849, -80.5540474 43.4784171, -80.5537381 43.4785244, -80.5534596 43.4786154, -80.5533910 43.4786140, -80.5532853 43.4785557, -80.5533156 43.4783593, -80.5533260 43.4781928, -80.5532878 43.4780086, -80.5532112 43.4778024, -80.5531181 43.4777194, -80.5530608 43.4776939)"
25634562-0,25634562,279397998,279398109,21.287645136954772,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5552804 43.4771163, -80.5554461 43.4769676)"
25841277-0,25841277,1923744329,9851951805,206.10036907720166,Allowed,Forbidden,Forbidden,Track,Track,Forbidden,"LINESTRING(-80.5378716 43.4707020, -80.5377495 43.4706396, -80.5376195 43.4705694, -80.5372646 43.4703659, -80.5370595 43.4702532, -80.5366215 43.4700125, -80.5363048 43.4698356, -80.5358455 43.4695772)"
25841279-0,25841279,10900430768,8198274538,10.825150038384827,Allowed,Forbidden,Forbidden,Track,Track,Forbidden,"LINESTRING(-80.5373753 43.4681601, -80.5372528 43.4681207)"
25841279-1,25841279,8198274538,1605629274,53.35449010022638,Allowed,Forbidden,Forbidden,Track,Track,Forbidden,"LINESTRING(-80.5372528 43.4681207, -80.5367989 43.4680059, -80.5366248 43.4679735)"
25841279-2,25841279,1605629274,7236036315,188.93064437279747,Allowed,Forbidden,Forbidden,Track,Track,Forbidden,"LINESTRING(-80.5366248 43.4679735, -80.5363690 43.4679823, -80.5362703 43.4679988, -80.5361715 43.4680199, -80.5360360 43.4680753, -80.5359195 43.4681444, -80.5357376 43.4683080, -80.5355639 43.4684745, -80.5354320 43.4686118, -80.5352196 43.4688092, -80.5351132 43.4688940, -80.5350148 43.4689613, -80.5349019 43.4690016)"
25841279-3,25841279,7236036315,6538730069,9.00736456717962,Allowed,Forbidden,Forbidden,Track,Track,Forbidden,"LINESTRING(-80.5349019 43.4690016, -80.5348185 43.4690553)"
25841279-4,25841279,6538730069,9427288412,1.7352785187315833,Allowed,Forbidden,Forbidden,Track,Track,Forbidden,"LINESTRING(-80.5348185 43.4690553, -80.5348025 43.4690657)"
25841279-5,25841279,9427288412,6538730068,2.0374673631563716,Allowed,Forbidden,Forbidden,Track,Track,Forbidden,"LINESTRING(-80.5348025 43.4690657, -80.5347837 43.4690779)"
25841279-6,25841279,6538730068,9427288411,2.0434966850869882,Allowed,Forbidden,Forbidden,Track,Track,Forbidden,"LINESTRING(-80.5347837 43.4690779, -80.5347648 43.4690901)"
25841279-7,25841279,9427288411,6538730067,1.7144428479252678,Allowed,Forbidden,Forbidden,Track,Track,Forbidden,"LINESTRING(-80.5347648 43.4690901, -80.5347489 43.4691003)"
25841279-8,25841279,6538730067,339375840,14.05257984972351,Allowed,Forbidden,Forbidden,Track,Track,Forbidden,"LINESTRING(-80.5347489 43.4691003, -80.5346163 43.4691820)"
25920044-0,25920044,267812712,1435969186,13.489587557314772,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(-80.5413552 43.4664700, -80.5412709 43.4663654)"
25920044-1,25920044,1435969186,1613888823,63.75795182185224,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(-80.5412709 43.4663654, -80.5411978 43.4662813, -80.5411523 43.4662478, -80.5410989 43.4662218, -80.5410435 43.4662039, -80.5409198 43.4661733, -80.5408384 43.4661540, -80.5407892 43.4661340, -80.5407536 43.4661143, -80.5406973 43.4660648, -80.5406739 43.4660275)"
25920044-2,25920044,1613888823,1503542132,11.333647552204098,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(-80.5406739 43.4660275, -80.5406326 43.4659302)"
25926424-0,25926424,282813667,1551379802,152.37468352600445,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5465069 43.4630757, -80.5465146 43.4630205, -80.5465265 43.4629343, -80.5465080 43.4628216, -80.5464915 43.4627006, -80.5463900 43.4625538, -80.5463605 43.4625273, -80.5456737 43.4619102)"
25926424-1,25926424,1551379802,292443705,656.2403605967828,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5456737 43.4619102, -80.5451943 43.4614956, -80.5451686 43.4614733, -80.5450845 43.4614005, -80.5449983 43.4613233, -80.5449848 43.4613112, -80.5409936 43.4577251, -80.5409483 43.4576844, -80.5406800 43.4574433, -80.5406659 43.4574310, -80.5405564 43.4573326)"
25926426-0,25926426,6841919900,1605629477,79.46082824245335,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5460805 43.4631891, -80.5462852 43.4638200, -80.5463268 43.4638783)"
25926427-0,25926427,296180964,296180964,57.08340203626303,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5470017 43.4640678, -80.5470341 43.4641023, -80.5470678 43.4641170, -80.5470926 43.4641217, -80.5471318 43.4641207, -80.5471601 43.4641134, -80.5471914 43.4640961, -80.5472058 43.4640820, -80.5472207 43.4640497, -80.5472196 43.4640256, -80.5472029 43.4639953, -80.5471773 43.4639753, -80.5471380 43.4639612, -80.5470989 43.4639586, -80.5470712 43.4639629, -80.5470369 43.4639767, -80.5470080 43.4640026, -80.5469954 43.4640364, -80.5470017 43.4640678)"
25926428-0,25926428,296180981,1605629382,3.09677955265183,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5447918 43.4647702, -80.5447870 43.4647426)"
25926428-1,25926428,1605629382,296180981,52.622561823635884,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5447870 43.4647426, -80.5447570 43.4647077, -80.5447248 43.4646925, -80.5446958 43.4646867, -80.5446594 43.4646876, -80.5446133 43.4647031, -80.5445877 43.4647239, -80.5445727 43.4647519, -80.5445730 43.4647816, -80.5445848 43.4648051, -80.5446191 43.4648324, -80.5446541 43.4648439, -80.5446800 43.4648464, -80.5447179 43.4648419, -80.5447415 43.4648335, -80.5447773 43.4648061, -80.5447918 43.4647702)"
26513201-0,26513201,290580949,6913629052,8.01009375652993,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5375095 43.4714188, -80.5375854 43.4714651)"
26513201-1,26513201,6913629052,1923753495,4.835664428895578,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5375854 43.4714651, -80.5376324 43.4714920)"
26513201-2,26513201,1923753495,474770373,12.976679889326272,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5376324 43.4714920, -80.5376555 43.4715058, -80.5377556 43.4715668)"
26513201-3,26513201,474770373,474770377,21.47078360176592,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5377556 43.4715668, -80.5379381 43.4716742, -80.5379619 43.4716884)"
26513201-4,26513201,474770377,1668187791,7.349081235622443,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5379619 43.4716884, -80.5380322 43.4717303)"
26513201-5,26513201,1668187791,11922622321,38.40210807336058,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5380322 43.4717303, -80.5383996 43.4719492)"
26513201-6,26513201,11922622321,474770371,37.86544004309226,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5383996 43.4719492, -80.5387007 43.4721287, -80.5387618 43.4721651)"
26716771-0,26716771,267812728,335616696,19.009956046539482,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5460080 43.4740273, -80.5457993 43.4741062)"
26826435-0,26826435,294320065,294320100,224.8858932104344,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5599598 43.4614307, -80.5600196 43.4614913, -80.5601219 43.4615835, -80.5603429 43.4617126, -80.5604713 43.4618336, -80.5606163 43.4620656, -80.5607548 43.4623044, -80.5609201 43.4624241, -80.5612217 43.4626279, -80.5614063 43.4628754, -80.5614352 43.4629847, -80.5614253 43.4630779)"
