id,osm_id,source,target,length,foot,car_forward,car_backward,bike_forward,bike_backward,train,wkt
145079158-0,145079158,1585297041,1585297039,5.586244345467723,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5458622 43.4719186, -80.5457956 43.4719051)"
145079159-0,145079159,1585297031,1585297061,38.31380924870249,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5424732 43.4713780, -80.5426601 43.4716657, -80.5426752 43.4716894)"
145079159-1,145079159,1585297061,1926299696,22.149218930145835,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5426752 43.4716894, -80.5427999 43.4718666)"
145079161-0,145079161,1585266625,1585292259,14.525286191504152,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5345542 43.4703744, -80.5346789 43.4704684)"
145079161-1,145079161,1585292259,1585297086,12.342103355044165,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5346789 43.4704684, -80.5347729 43.4705558)"
145079162-0,145079162,1585297064,1585297076,4.7283216724267625,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5460625 43.4718399, -80.5460453 43.4718805)"
145079163-0,145079163,1585297085,1585297053,6.518883807789822,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5461053 43.4717405, -80.5460817 43.4717965)"
145079311-0,145079311,8307684713,1585304148,4.711293387628676,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5419156 43.4734883, -80.5419724 43.4734787)"
145079311-1,145079311,1585304148,1585304141,9.514421247040847,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5419724 43.4734787, -80.5420841 43.4734516)"
145079312-0,145079312,1585304132,1450232746,15.33992205786018,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5424979 43.4718044, -80.5423301 43.4718689)"
145079313-0,145079313,1585304147,1606967660,19.674836452684957,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5479401 43.4718335, -80.5477965 43.4718311, -80.5476966 43.4718303)"
145079315-0,145079315,1435992363,1505820862,20.32405624469657,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5479083 43.4717877, -80.5480165 43.4718039, -80.5481450 43.4718462)"
145079317-0,145079317,1606967399,1606967408,7.390506175205281,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5444593 43.4707156, -80.5445464 43.4706953)"
145079318-0,145079318,1436010152,1435992363,25.032904661521762,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5481012 43.4716138, -80.5480165 43.4716695, -80.5479628 43.4717260, -80.5479083 43.4717877)"
145079323-0,145079323,2105108927,1585304134,36.032936892716414,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5439299 43.4742170, -80.5438700 43.4741516, -80.5437330 43.4739275)"
145079431-0,145079431,1585306148,1585306147,21.000223544413917,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5456407 43.4692010, -80.5458987 43.4692240)"
145079432-0,145079432,1585306141,297626895,9.952667173765946,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5445223 43.4683066, -80.5444005 43.4682932)"
145387380-0,145387380,1588032131,1588031930,5.975362722403133,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5436752 43.4660069, -80.5436432 43.4659850, -80.5436378 43.4659636)"
145387383-0,145387383,1503542045,1588032065,22.729505597448433,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5434074 43.4657879, -80.5434733 43.4658250, -80.5435149 43.4658684, -80.5435671 43.4659509)"
145387385-0,145387385,1588031969,1588032006,19.645784152936187,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5426274 43.4667210, -80.5425703 43.4667462, -80.5424845 43.4667851, -80.5424416 43.4668299)"
145387391-0,145387391,1588032131,1588032003,5.760539296623922,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5436752 43.4660069, -80.5437398 43.4659850)"
145387392-0,145387392,1435922256,1435922367,21.729384351917737,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5452905 43.4668803, -80.5452140 43.4669872, -80.5451639 43.4670525)"
145387392-1,145387392,1435922367,1435922180,40.79316190070601,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5451639 43.4670525, -80.5451562 43.4670831, -80.5451597 43.4671155, -80.5451778 43.4671606, -80.5452342 43.4672696, -80.5452451 43.4673185, -80.5452449 43.4673663, -80.5452458 43.4674084)"
145388256-0,145388256,1435922367,1588059073,27.571108856102867,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5451639 43.4670525, -80.5451603 43.4670112, -80.5451426 43.4669739, -80.5450916 43.4669019, -80.5450332 43.4668272)"
145388259-0,145388259,1674820178,1588059113,77.74825864685621,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5411544 43.4633116, -80.5412163 43.4633788, -80.5412154 43.4634362, -80.5411683 43.4635278, -80.5411603 43.4635687, -80.5411706 43.4636051, -80.5411925 43.4636427, -80.5412271 43.4636889, -80.5412448 43.4637132, -80.5412460 43.4637428, -80.5412381 43.4638082, -80.5412373 43.4638962, -80.5412913 43.4639657)"
147349536-0,147349536,296267091,2380537547,39.76804109489862,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5525687 43.4656404, -80.5527893 43.4655450, -80.5529974 43.4654651)"
147349536-1,147349536,2380537547,296267093,10.256469466115616,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5529974 43.4654651, -80.5531096 43.4654220)"
147349537-0,147349537,296267093,296267106,156.58903047844422,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5531096 43.4654220, -80.5532946 43.4653441, -80.5534172 43.4652968, -80.5536102 43.4651886, -80.5538117 43.4650741, -80.5539454 43.4649722, -80.5540175 43.4648789, -80.5540727 43.4647707, -80.5541257 43.4646074, -80.5541299 43.4644907, -80.5540939 43.4643528)"
147349537-1,147349537,296267106,7666544285,123.6781730138566,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5540939 43.4643528, -80.5540154 43.4641895, -80.5538902 43.4640474, -80.5537502 43.4639477, -80.5535487 43.4638331, -80.5532899 43.4636889, -80.5530796 43.4635529)"
147349540-0,147349540,282813669,1605629477,28.874014594054074,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5463951 43.4641329, -80.5463268 43.4638783)"
147349541-0,147349541,1605629247,9987490393,7.8153398289200435,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5569698 43.4644408, -80.5570659 43.4644488)"
147349541-1,147349541,9987490393,1605629255,81.81852650330026,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5570659 43.4644488, -80.5575352 43.4644876, -80.5580040 43.4646826)"
147359873-0,147359873,1605689357,1605689147,26.847786856966756,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5345507 43.4692335, -80.5344333 43.4692266, -80.5343250 43.4692294, -80.5342192 43.4692358)"
147359874-0,147359874,1605689283,1605689285,47.897447749649785,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5331474 43.4693989, -80.5335198 43.4697337)"
147359878-0,147359878,1605689284,5842286012,16.87597857585933,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5339706 43.4693970, -80.5338315 43.4692839)"
147359878-1,147359878,5842286012,10032707249,37.153471445842094,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5338315 43.4692839, -80.5336576 43.4691426, -80.5338058 43.4690464)"
147359878-2,147359878,10032707249,5842286011,10.863561653616102,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5338058 43.4690464, -80.5339061 43.4689814)"
147359878-3,147359878,5842286011,1605689147,37.97151473129466,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5339061 43.4689814, -80.5342192 43.4692358)"
147359879-0,147359879,1605689204,11922077791,2.66181273055545,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5334251 43.4691979, -80.5334471 43.4692157)"
147359879-1,147359879,11922077791,5842286013,26.342824471694293,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5334471 43.4692157, -80.5336643 43.4693922)"
147359879-2,147359879,5842286013,1605689138,22.26798588386586,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5336643 43.4693922, -80.5338479 43.4695414)"
147359879-3,147359879,1605689138,8477357316,9.387640450276832,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5338479 43.4695414, -80.5339049 43.4695877, -80.5339253 43.4696043)"
147359879-4,147359879,8477357316,1605689364,6.805021381729706,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5339253 43.4696043, -80.5339579 43.4696308, -80.5339814 43.4696499)"
147359881-0,147359881,1605689204,5559924114,56.124191453222785,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5334251 43.4691979, -80.5333918 43.4691345, -80.5333838 43.4690761, -80.5333864 43.4689651, -80.5334106 43.4688522, -80.5334729 43.4687067)"
147359882-0,147359882,1605689355,1605689312,47.90248710586694,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5329531 43.4695127, -80.5333256 43.4698475)"
147359883-0,147359883,1605689124,1605689288,47.902551916247255,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5333067 43.4693055, -80.5336792 43.4696403)"
147359885-0,147359885,1605689147,1605689284,26.93288148202998,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5342192 43.4692358, -80.5339706 43.4693970)"
147359889-0,147359889,1605689289,1605689118,47.902421762391235,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5325967 43.4697216, -80.5329692 43.4700564)"
147359891-0,147359891,1605689289,1605689152,20.211153019595415,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5325967 43.4697216, -80.5327913 43.4696075)"
147359891-1,147359891,1605689152,1605689355,16.79978289812372,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5327913 43.4696075, -80.5329531 43.4695127)"
147359891-2,147359891,1605689355,1605689283,20.17135834568061,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5329531 43.4695127, -80.5331474 43.4693989)"
147359891-3,147359891,1605689283,1605689124,16.544771144802482,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5331474 43.4693989, -80.5333067 43.4693055)"
147359891-4,147359891,1605689124,11922077791,15.119094328563305,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5333067 43.4693055, -80.5334471 43.4692157)"
147359893-0,147359893,1605689152,1605689294,47.90245745292204,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5327913 43.4696075, -80.5331638 43.4699423)"
147360827-0,147360827,1605716285,8195956597,67.15973987551313,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5352810 43.4630275, -80.5345619 43.4633301)"
147360828-0,147360828,1605716270,8195956581,5.420350203118102,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5371813 43.4629476, -80.5372229 43.4629858)"
147360828-1,147360828,8195956581,4803796075,55.98148075200518,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5372229 43.4629858, -80.5376526 43.4633803)"
147360834-0,147360834,1605716222,1605716285,145.02309374147978,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5351812 43.4619763, -80.5351854 43.4620060, -80.5352077 43.4621633, -80.5351586 43.4622575, -80.5348475 43.4624751, -80.5348185 43.4625739, -80.5347915 43.4626600, -80.5352810 43.4630275)"
147360834-1,147360834,1605716285,8195956599,7.692513879443552,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5352810 43.4630275, -80.5353713 43.4630494)"
147479704-0,147479704,1606967855,1669371320,7.849946059086246,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5604521 43.4702598, -80.5603717 43.4702994)"
147479704-1,147479704,1669371320,1669371368,14.793884149738084,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5603717 43.4702994, -80.5603100 43.4703299, -80.5602617 43.4703493, -80.5602192 43.4703726)"
147479704-2,147479704,1669371368,1606967508,9.011536133261624,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5602192 43.4703726, -80.5601302 43.4704214)"
147479705-0,147479705,1669371631,1606967632,58.51217194174316,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5605428 43.4708386, -80.5604602 43.4709177, -80.5602322 43.4710053, -80.5601781 43.4710178, -80.5601168 43.4710189, -80.5600390 43.4709897, -80.5599613 43.4709197)"
147479705-1,147479705,1606967632,1606967739,44.03562918480649,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5599613 43.4709197, -80.5598835 43.4709177, -80.5597762 43.4708613, -80.5595992 43.4707172, -80.5595750 43.4706705)"
147479706-0,147479706,1606967361,1606967739,27.991867335759785,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5598298 43.4705362, -80.5597252 43.4705537, -80.5596367 43.4705849, -80.5595804 43.4706277, -80.5595750 43.4706705)"
147479710-0,147479710,1606967438,1436010017,11.881861659765402,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5501122 43.4710637, -80.5500815 43.4710510, -80.5499843 43.4710110)"
147479712-0,147479712,1606967825,1606967292,16.08512263541987,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5585423 43.4705392, -80.5583620 43.4706005)"
147479712-1,147479712,1606967292,1606967316,12.409889855048082,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5583620 43.4706005, -80.5582229 43.4706478)"
147479712-2,147479712,1606967316,9987490475,7.854571601583022,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5582229 43.4706478, -80.5581349 43.4706778)"
147479713-0,147479713,1606967739,9987490476,84.19171717635574,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5595750 43.4706705, -80.5593014 43.4706218, -80.5586037 43.4705534, -80.5585565 43.4705310)"
147479714-0,147479714,295175250,1606967581,613.625798906625,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5507345 43.4693453, -80.5509464 43.4693043, -80.5513502 43.4692824, -80.5515375 43.4693003, -80.5516224 43.4692895, -80.5517442 43.4692545, -80.5530371 43.4690546, -80.5534234 43.4690234, -80.5538043 43.4690215, -80.5542173 43.4690507, -80.5545070 43.4690915, -80.5548235 43.4691577, -80.5551936 43.4692648, -80.5554458 43.4693524, -80.5558307 43.4694987, -80.5563604 43.4697184, -80.5567440 43.4698896, -80.5571685 43.4701206, -80.5576323 43.4703836, -80.5576733 43.4704272, -80.5576876 43.4704764)"
147479714-1,147479714,1606967581,9987490471,1.6344918391233842,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5576876 43.4704764, -80.5577016 43.4704870)"
147479715-0,147479715,1606967334,1606967749,51.581921530811314,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5625332 43.4700745, -80.5624423 43.4700087, -80.5623377 43.4698627, -80.5622814 43.4697751, -80.5622477 43.4696689)"
147479716-0,147479716,1606967682,1787992602,32.139151618979476,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5466171 43.4718665, -80.5466718 43.4717280, -80.5464823 43.4716832)"
147479718-0,147479718,1606967855,1606967411,34.37400023876317,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5604521 43.4702598, -80.5606345 43.4701839, -80.5607606 43.4701741, -80.5608490 43.4701732)"
147479718-1,147479718,1606967411,1606967687,28.301319651295096,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5608490 43.4701732, -80.5609456 43.4701722, -80.5610717 43.4701800, -80.5611870 43.4702189)"
147479718-2,147479718,1606967687,9996176001,32.95787193716853,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5611870 43.4702189, -80.5615505 43.4700845)"
147479718-3,147479718,9996176001,1606967841,5.031052077493776,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5615505 43.4700845, -80.5616060 43.4700640)"
147479718-4,147479718,1606967841,1606967391,39.34705796132848,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5616060 43.4700640, -80.5620427 43.4699075)"
147479718-5,147479718,1606967391,1606967749,32.32580460730081,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5620427 43.4699075, -80.5620695 43.4698257, -80.5621419 43.4697342, -80.5622477 43.4696689)"
147479718-6,147479718,1606967749,1606967837,91.37732971574545,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5622477 43.4696689, -80.5623377 43.4696213, -80.5625469 43.4695551, -80.5626581 43.4695195, -80.5626864 43.4695104, -80.5627534 43.4694948, -80.5627958 43.4694812, -80.5629117 43.4694578, -80.5632657 43.4693196)"
147479720-0,147479720,1606967687,1606967829,35.98072052462903,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5611870 43.4702189, -80.5612299 43.4703221, -80.5612782 43.4704661, -80.5612943 43.4705323)"
147479720-1,147479720,1606967829,9996176000,44.3572654959139,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5612943 43.4705323, -80.5614123 43.4705673, -80.5615974 43.4706160, -80.5616806 43.4706433, -80.5617646 43.4707185)"
147479720-2,147479720,9996176000,1606967515,4.096038694827847,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5617646 43.4707185, -80.5617965 43.4707471)"
147479721-0,147479721,1606967658,1787992586,25.54962736161582,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5459774 43.4713291, -80.5459575 43.4713907, -80.5459588 43.4714368, -80.5459876 43.4714512, -80.5459512 43.4715422)"
147479721-1,147479721,1787992586,1669416609,11.670760375869278,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5459512 43.4715422, -80.5459349 43.4715831, -80.5459110 43.4716429)"
147479721-2,147479721,1669416609,632543918,6.188467973174695,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5459110 43.4716429, -80.5458897 43.4716963)"
147479722-0,147479722,1606967685,1606967472,9.536411902145659,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5468143 43.4721599, -80.5466991 43.4721412)"
147479723-0,147479723,1606967588,1606967831,9.94156303930605,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5477081 43.4734725, -80.5476446 43.4733960)"
147479724-0,147479724,1606967650,1606967645,20.135580386684907,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5431180 43.4691582, -80.5431975 43.4692300, -80.5432574 43.4693074)"
147479728-0,147479728,1606967680,1606967556,60.33402318182716,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5479914 43.4731559, -80.5480473 43.4730666, -80.5481032 43.4729207, -80.5481375 43.4728127, -80.5481515 43.4727105, -80.5481550 43.4726316)"
147479728-1,147479728,1606967556,9356754583,24.101182706327318,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5481550 43.4726316, -80.5481697 43.4725695, -80.5481556 43.4724507, -80.5481824 43.4724225)"
147479729-0,147479729,1606967829,1606967388,24.593538512963917,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5612943 43.4705323, -80.5612407 43.4705790, -80.5611817 43.4705907, -80.5610717 43.4705888, -80.5610234 43.4705810)"
147479729-1,147479729,1606967388,1669371559,34.380284509360244,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5610234 43.4705810, -80.5607364 43.4706832, -80.5606455 43.4707226)"
147479732-0,147479732,1606967839,2105113784,22.024472816075686,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5513275 43.4713561, -80.5512334 43.4712837, -80.5511905 43.4712522, -80.5511735 43.4712378, -80.5511420 43.4712112)"
147479733-0,147479733,1606967388,1606967411,47.89906068405023,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5610234 43.4705810, -80.5610261 43.4705323, -80.5609966 43.4704603, -80.5608490 43.4701732)"
147479734-0,147479734,1572288602,1572288607,40.64841148860742,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5450253 43.4743977, -80.5450784 43.4744682, -80.5452383 43.4747283)"
147479736-0,147479736,1606967781,1606967414,35.35075050506083,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5625350 43.4704834, -80.5624852 43.4705927, -80.5624423 43.4706413, -80.5623726 43.4706549, -80.5622975 43.4706997, -80.5622796 43.4707172)"
147479736-1,147479736,1606967414,1669371701,45.6768785536761,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5622796 43.4707172, -80.5622519 43.4707445, -80.5622733 43.4708457, -80.5623431 43.4710404, -80.5623117 43.4711096)"
147479738-0,147479738,1606967516,1606967781,42.85471776787405,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5623240 43.4701573, -80.5623109 43.4702384, -80.5623940 43.4703960, -80.5625350 43.4704834)"
147479739-0,147479739,1606967632,1606967361,47.856523369249814,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5599613 43.4709197, -80.5599827 43.4708691, -80.5599586 43.4707970, -80.5598942 43.4707309, -80.5598352 43.4706725, -80.5597976 43.4706296, -80.5598030 43.4705712, -80.5598298 43.4705362)"
147479739-1,147479739,1606967361,1606967508,27.42760647411702,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5598298 43.4705362, -80.5601302 43.4704214)"
147479744-0,147479744,9987490477,1606967396,9.25986051556751,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5585542 43.4705201, -80.5584741 43.4704606)"
147479744-1,147479744,1606967396,1606967553,12.756420442616559,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5584741 43.4704606, -80.5583638 43.4703786)"
147479744-2,147479744,1606967553,1606967864,9.122786433580885,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5583638 43.4703786, -80.5582850 43.4703199)"
147479746-0,147479746,1606967272,1606967438,9.929922341256804,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5500883 43.4709762, -80.5501122 43.4710637)"
147479746-1,147479746,1606967438,1606967431,10.356588710899434,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5501122 43.4710637, -80.5501497 43.4710949, -80.5502134 43.4711179)"
147479747-0,147479747,1606967370,1606967485,8.857923110323831,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5466391 43.4725646, -80.5465329 43.4725448)"
147479748-0,147479748,1669371101,1606967334,35.66957867398849,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5629338 43.4699438, -80.5628285 43.4699659, -80.5625764 43.4700515, -80.5625332 43.4700745)"
147479748-1,147479748,1606967334,1606967516,19.69895474362979,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5625332 43.4700745, -80.5624557 43.4701157, -80.5623404 43.4701605, -80.5623240 43.4701573)"
147479748-2,147479748,1606967516,1606967391,36.920710281379215,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5623240 43.4701573, -80.5623001 43.4701527, -80.5622546 43.4701372, -80.5621848 43.4700729, -80.5621070 43.4699698, -80.5620427 43.4699075)"
147479749-0,147479749,1606967414,416303682,21.657753508437978,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5622796 43.4707172, -80.5622224 43.4706841, -80.5621473 43.4706608, -80.5620358 43.4706464)"
148285603-0,148285603,1929386688,1929386789,3.834259168247612,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5525076 43.4710303, -80.5525531 43.4710205)"
148285603-1,148285603,1929386789,1613879618,69.06794063825028,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5525531 43.4710205, -80.5526888 43.4709684, -80.5533125 43.4707355)"
148285725-0,148285725,1572288626,1572288623,97.34290997181965,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5540007 43.4715292, -80.5550887 43.4711534)"
148285726-0,148285726,1572288623,1572288622,20.031657412615186,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5550887 43.4711534, -80.5549960 43.4709865)"
148285727-0,148285727,1613888751,1613888764,39.744444286095344,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5506799 43.4727223, -80.5502346 43.4728741)"
148285727-1,148285727,1613888764,1613888759,46.440063669716025,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5502346 43.4728741, -80.5498993 43.4729831, -80.5496982 43.4730201)"
148285728-0,148285728,1613888764,1613888723,22.14440506580896,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-80.5502346 43.4728741, -80.5501153 43.4726950)"
148285729-0,148285729,1613888808,1613888780,159.71204286678463,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5411151 43.4643148, -80.5410344 43.4642677, -80.5407822 43.4641528, -80.5404611 43.4640175, -80.5402225 43.4638879, -80.5399588 43.4636837, -80.5398115 43.4635750, -80.5396001 43.4634100)"
148285730-0,148285730,1613888808,7805105126,204.8039752317551,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-80.5411151 43.4643148, -80.5411443 43.4643475, -80.5411658 43.4643923, -80.5411604 43.4644332, -80.5409308 43.4648523, -80.5408425 43.4649850, -80.5402895 43.4660241)"
